Name,Phone Number,Category,Product,Customer Review (Score),Detailed Review (Product),Email,State,Address,Customer Review (Site),Most Bought,Most Searched,Churning Score
Kartik Jha,8197930125,Electronics,Smartwatch,2.8,Excellent quality! Very satisfied with the purchase.,badal35@gmail.com,Mizoram,"88/98
Kibe Street, Kozhikode-926882",2.8,Headphones,Smartphone,21
Ojas Dass,9.18542E+11,Clothing,Jacket,2.9,Amazing features at this price! Highly recommended.,nehmat18@hotmail.com,Gujarat,"H.No. 447, Dugar Nagar
Delhi 913805",3.2,T-shirt,T-shirt,68
Mannat Gara,01189280556,Clothing,Shoes,1.3,Amazing features at this price! Highly recommended.,riya17@dhar.info,Chhattisgarh,"88
Bedi
Jaipur 463194",3.7,Saree,Jeans,88
Ela Chaudhuri,04518976845,Books,Fiction,2.7,Loved it! Exactly what I was looking for.,mehultripathi@hotmail.com,Andhra Pradesh,"57/821, Chana Zila, Durgapur 116810",1.8,Fiction,Educational,55
Vaibhav Maharaj,4703062371,Sports,Cricket Bat,2.6,Superb performance! Exceeded my expectations.,yakshit10@sarna.com,Uttarakhand,"H.No. 86
Mani, Nadiad 871914",4.1,Football,Badminton Racket,68
Madhup Chawla,4508033594,Beauty,Face Cream,2.9,Not as described. Disappointed with the quality.,kadeheer@hotmail.com,Assam,"H.No. 440, Sagar Chowk, Tezpur 379818",4.8,Face Cream,Face Cream,83
Mohanlal Dada,06180820761,Beauty,Foundation,2.3,Poor customer service. The product was damaged on arrival.,nirvaan61@krishna.net,Karnataka,"H.No. 920
Shroff Chowk, Kalyan-Dombivli-101527",3.5,Lipstick,Face Cream,77
Zara Chaudhry,9.18511E+11,Clothing,Saree,1.6,Loved it! Exactly what I was looking for.,ctailor@gmail.com,Mizoram,"813, Vaidya Circle
New Delhi-744544",4.6,Jacket,Jacket,62
Jhanvi Bhat,06600688397,Electronics,Headphones,4.9,Poor customer service. The product was damaged on arrival.,dhanuk90@virk.com,Telangana,"39/317, Mallick Chowk
Madurai-615719",2.4,Laptop,Smartwatch,35
Anya Ramesh,06285264043,Home Appliances,Air Conditioner,2.9,"The product is decent, but delivery took too long.",solankidiya@doctor.com,Himachal Pradesh,"43/082, Ghose Marg, Ludhiana-574249",1.7,Air Conditioner,Refrigerator,45
Dhruv Bansal,08926696212,Sports,Cricket Bat,5,Poor customer service. The product was damaged on arrival.,indrajitdutta@hotmail.com,Karnataka,"H.No. 832, Viswanathan Nagar
Saharanpur-838939",2.9,Football,Cricket Bat,63
Aaryahi Buch,9.15252E+11,Sports,Badminton Racket,1.6,Loved it! Exactly what I was looking for.,yuvaangara@gmail.com,Meghalaya,"41/861, Lalla Street
Phagwara-340606",1.6,Badminton Racket,Football,91
Onkar Vaidya,03584940294,Books,Non-fiction,3.4,Loved it! Exactly what I was looking for.,deoindrans@bhasin.org,Himachal Pradesh,"81/018, Manne Zila
Ajmer 008655",1.6,Non-fiction,Fiction,38
Hazel Ghose,7328558743,Beauty,Lipstick,3.5,Poor customer service. The product was damaged on arrival.,zain35@sheth.info,Odisha,"H.No. 30
Gokhale Marg
Meerut-333889",4.7,Foundation,Lipstick,31
Devansh Konda,05329784318,Clothing,Shoes,1,Poor customer service. The product was damaged on arrival.,raunak30@hayer.com,Jharkhand,"00
Bawa Nagar, Raebareli 501239",3.5,Jacket,Saree,43
Arnav Hans,05220568857,Beauty,Face Cream,5,Great value for money. Will buy again.,aniruddh76@hotmail.com,Uttar Pradesh,"864
Srivastava Circle, Siwan 737741",4.3,Foundation,Lipstick,57
Taimur Maharaj,9.15151E+11,Home Appliances,Washing Machine,4.9,Not as described. Disappointed with the quality.,ibehl@mangal.com,Chhattisgarh,"766
Mand Marg
Tenali-814152",1,Microwave,Air Conditioner,78
Jayan Bhargava,9.18288E+11,Books,Comics,3.9,Loved it! Exactly what I was looking for.,ranbirmadan@hotmail.com,Manipur,"00/57, Kapadia Chowk
Malda 836000",4.7,Comics,Educational,37
Kiara Buch,02539228556,Electronics,Headphones,4.4,"Works well, but could be improved in durability.",xdara@hotmail.com,Maharashtra,"H.No. 760
Comar Circle
Erode-736927",2.8,Smartwatch,Smartphone,58
Jayan Sunder,05724838670,Books,Non-fiction,2.2,Excellent quality! Very satisfied with the purchase.,tbanerjee@yahoo.com,Haryana,"25/66, Kapadia Chowk
Miryalaguda 945950",2.5,Non-fiction,Fiction,75
Divyansh Khosla,4034590269,Books,Non-fiction,2.5,Average product. Expected better quality.,khatrialisha@chana.biz,Uttar Pradesh,"190, Chaudhry Ganj, Kochi 593576",1.4,Comics,Educational,86
Priyansh Swamy,4238800387,Clothing,Saree,4.1,"The product is decent, but delivery took too long.",fateh19@hotmail.com,Haryana,"70/51
Rout Marg, Mahbubnagar-035258",1.9,Jeans,Jeans,38
Indrans Thaman,05398303885,Electronics,Smartwatch,2.5,"The product is decent, but delivery took too long.",mseshadri@yahoo.com,Jharkhand,"14/05
Arora Street, Nagercoil-866775",1.6,Smartphone,Smartwatch,64
Amani Sridhar,6597441867,Clothing,Jacket,4.6,Poor customer service. The product was damaged on arrival.,samarth39@sen.org,Gujarat,"34, Keer Circle, Chandigarh-270778",4.6,Shoes,Jeans,80
Fateh Sant,4306025971,Clothing,Saree,3,Great value for money. Will buy again.,tarini49@sekhon-keer.biz,Kerala,"035
Thakur Chowk
Amroha-514027",3.3,T-shirt,Saree,90
Neelofar Chaudhary,4314122508,Sports,Badminton Racket,1.5,Not as described. Disappointed with the quality.,kchacko@yahoo.com,Uttarakhand,"75
Verma Zila
Tiruppur 280638",3.4,Yoga Mat,Badminton Racket,48
Kashvi Tiwari,9.16347E+11,Home Appliances,Washing Machine,3.6,"Works well, but could be improved in durability.",saira81@yahoo.com,Gujarat,"73/19, Bhardwaj Ganj, Kurnool 914992",3.5,Microwave,Refrigerator,56
Mannat Majumdar,9.1471E+11,Home Appliances,Washing Machine,3.4,"The product is decent, but delivery took too long.",suhana65@bajwa.com,Kerala,"38/42, Kohli Circle
Howrah 074408",2.7,Washing Machine,Refrigerator,41
Aayush Choudhary,5969372111,Clothing,Shoes,2.7,"Works well, but could be improved in durability.",xjaggi@gmail.com,Bihar,"52
Tailor Zila
Kozhikode-939547",3.2,Jeans,Jeans,93
Prerak Bains,9.13972E+11,Home Appliances,Refrigerator,1.2,"Works well, but could be improved in durability.",anika02@agrawal.com,Uttarakhand,"07
Solanki Circle, Akola-519218",1.9,Refrigerator,Air Conditioner,50
Anahi Bobal,09659922445,Beauty,Foundation,1.1,"Works well, but could be improved in durability.",vedikakala@sood-dhillon.com,Maharashtra,"88/36
Kari Road, Pune 505590",1.7,Face Cream,Lipstick,72
Shayak Bhakta,6035003812,Clothing,Shoes,4.3,Not as described. Disappointed with the quality.,gkanda@kar-mangal.com,Mizoram,"H.No. 017, Kumer Ganj
Kulti 676594",2,Jeans,Saree,42
Tiya Boase,9.17493E+11,Sports,Football,3,"Works well, but could be improved in durability.",darshitdas@hotmail.com,Manipur,"H.No. 37
Kalita Road, Aizawl 416819",4.4,Badminton Racket,Cricket Bat,28
Emir Dar,00238879228,Beauty,Lipstick,4.7,Average product. Expected better quality.,anahiwalia@yahoo.com,Nagaland,"H.No. 937
Loyal Road, Panvel 025880",4.6,Lipstick,Perfume,81
Prisha Varma,4681617626,Sports,Cricket Bat,4.5,Excellent quality! Very satisfied with the purchase.,ivana00@goswami.net,Haryana,"84, Rege Street, Kulti 959210",4.6,Football,Cricket Bat,91
Vaibhav Sarkar,0786170186,Books,Comics,4.5,"Works well, but could be improved in durability.",miraya58@doshi.info,Manipur,"731, Gade Marg, Raiganj 280736",4.7,Comics,Educational,17
Arhaan Ramanathan,05771127936,Clothing,Jeans,5,Not as described. Disappointed with the quality.,shayak47@hotmail.com,Madhya Pradesh,"H.No. 38, Shukla Road
Dehradun-678024",3.9,Jacket,Jeans,0
Indranil Ratti,5573631033,Books,Comics,4.1,Amazing features at this price! Highly recommended.,sahagatik@borra-butala.com,Meghalaya,"H.No. 889, Sarin Ganj
Karnal 912415",2.2,Non-fiction,Non-fiction,3
Vedika Soman,02927903544,Sports,Football,2.7,"The product is decent, but delivery took too long.",jayesh52@bhavsar.info,Andhra Pradesh,"H.No. 21
Kari Nagar, Barasat-564296",4.2,Yoga Mat,Football,68
Mamooty Rana,07050345889,Sports,Football,3.4,Average product. Expected better quality.,nwagle@gmail.com,Haryana,"47, Garde Road
Mangalore-726130",3.5,Yoga Mat,Football,77
Anaya Barad,6375445857,Clothing,Jeans,1.2,Great value for money. Will buy again.,advik01@sarkar.info,West Bengal,"H.No. 756
Bobal Marg, Ajmer 177184",4.5,Shoes,Jeans,77
Advika Dey,9.14482E+11,Electronics,Laptop,1.5,"The product is decent, but delivery took too long.",anayrajagopalan@yahoo.com,Maharashtra,"H.No. 656
Bhardwaj Nagar
Kharagpur-753522",1.6,Headphones,Tablet,6
Advika Deo,6012405415,Books,Comics,3.7,Superb performance! Exceeded my expectations.,sumer55@banik.com,Telangana,"491, Loke Ganj
Kottayam 494608",4.9,Non-fiction,Non-fiction,61
Lagan Kade,9452841277,Sports,Football,3.1,Superb performance! Exceeded my expectations.,zoyajani@sahota-swamy.org,Haryana,"75
Raju Marg
Ramgarh-812475",1.3,Football,Yoga Mat,10
Krish Khatri,9.19344E+11,Sports,Football,3.7,Poor customer service. The product was damaged on arrival.,taransarin@madan-wable.com,Nagaland,"H.No. 212, Bhatia Road, Suryapet-698097",2.4,Yoga Mat,Badminton Racket,0
Vedika Saha,08663825598,Books,Comics,1.7,Superb performance! Exceeded my expectations.,darshit52@warrior.com,Punjab,"44/334, Gopal Path, Nellore 082245",2.2,Non-fiction,Non-fiction,31
Fateh Choudhary,05963699969,Books,Fiction,2.5,Great value for money. Will buy again.,diyakaul@gmail.com,Nagaland,"856, Chaudry Nagar, Kakinada-898088",5,Fiction,Fiction,15
Bhamini Manda,3374976023,Books,Educational,3.7,Loved it! Exactly what I was looking for.,ghoshveer@gmail.com,Chhattisgarh,"H.No. 51, Sem Street, Ratlam-902558",4.9,Fiction,Fiction,35
Pranay Sandhu,7012834535,Electronics,Tablet,1.7,Average product. Expected better quality.,kkunda@mahajan.biz,Mizoram,"42, Taneja Circle, Pali-117162",1.6,Smartwatch,Laptop,34
Sana Manne,00677158616,Books,Educational,4.9,Excellent quality! Very satisfied with the purchase.,surialisha@saxena.biz,Telangana,"42/72, Manda Path
Sambalpur-442667",2.9,Comics,Non-fiction,82
Rasha Lall,9.14405E+11,Home Appliances,Washing Machine,2.9,Excellent quality! Very satisfied with the purchase.,soodnitara@chaudhary.biz,Goa,"89/63, Dora Chowk
Sangli-Miraj & Kupwad-742621",2.8,Washing Machine,Microwave,88
Shlok Dube,0070070797,Home Appliances,Washing Machine,2.9,Superb performance! Exceeded my expectations.,hborah@hotmail.com,Gujarat,"22/245, Basu
Jaipur 403196",3.2,Refrigerator,Air Conditioner,20
Alisha Thakur,9.16553E+11,Home Appliances,Microwave,1.5,Poor customer service. The product was damaged on arrival.,nitya10@yahoo.com,Himachal Pradesh,"953
Hari Ganj
Amravati-382046",4.4,Refrigerator,Microwave,88
Vedika Sengupta,03392343906,Sports,Badminton Racket,3.6,Great value for money. Will buy again.,nmandal@yahoo.com,Himachal Pradesh,"11, Tak Marg, Bangalore-742037",1.2,Football,Cricket Bat,23
Jivika Barman,8087789758,Books,Fiction,3.9,"The product is decent, but delivery took too long.",vuppal@chandran.com,Bihar,"H.No. 35, Bahl Circle, Patna 772538",4,Non-fiction,Comics,28
Raunak Gara,9805029148,Beauty,Foundation,4.6,Not as described. Disappointed with the quality.,jayantdhawan@yahoo.com,Maharashtra,"54/53, Kibe Road, Ramgarh 460429",3.1,Lipstick,Lipstick,91
Alisha Hans,04499414135,Books,Fiction,1.1,Average product. Expected better quality.,saxenanitara@yahoo.com,Meghalaya,"481
Halder Ganj, Kharagpur-484495",1.3,Educational,Non-fiction,11
Vidur Banerjee,9.12321E+11,Clothing,T-shirt,1.2,Not as described. Disappointed with the quality.,gokulde@ganesh-bedi.net,Manipur,"H.No. 12
Shere Road, Jamshedpur 431502",2.5,Jeans,T-shirt,25
Manjari Raju,01825718835,Beauty,Perfume,3.7,Loved it! Exactly what I was looking for.,varkeyhimmat@buch-bali.info,Jharkhand,"H.No. 38, Char Nagar, Muzaffarnagar 523587",3.4,Face Cream,Foundation,70
Umang Bhalla,05466043757,Home Appliances,Refrigerator,4.6,Excellent quality! Very satisfied with the purchase.,bhallaivana@yahoo.com,Uttarakhand,"H.No. 38, Thakkar Road
Raipur 249218",2.4,Refrigerator,Air Conditioner,13
Kavya Bhattacharyya,9.10955E+11,Sports,Football,4.4,Not as described. Disappointed with the quality.,seherdar@biswas.com,Madhya Pradesh,"046
Gade Circle, Tiruvottiyur-869082",1.2,Badminton Racket,Football,1
Yakshit Chaudhary,2835574648,Clothing,Jacket,2.3,Amazing features at this price! Highly recommended.,raunaksama@chawla-varughese.com,Punjab,"H.No. 38, Bhat Marg
Mira-Bhayandar 117973",2,T-shirt,Shoes,65
Alia Tripathi,01928097889,Beauty,Lipstick,2,Not as described. Disappointed with the quality.,mishti40@yahoo.com,Manipur,"32
Roy Nagar
Cuttack 500509",4.2,Lipstick,Lipstick,45
Vardaniya Sarna,5524929548,Clothing,Jeans,1.6,Amazing features at this price! Highly recommended.,fateh71@yahoo.com,Manipur,"020
Kala Nagar
Nagercoil 495797",4,Jacket,Jacket,8
Jayan Hayre,9.16458E+11,Home Appliances,Microwave,3.3,Not as described. Disappointed with the quality.,bajajnakul@chhabra.com,Manipur,"H.No. 451, Ghose Road, Pune 383818",3.9,Air Conditioner,Refrigerator,41
Damini Sethi,9.15834E+11,Home Appliances,Refrigerator,3.8,Excellent quality! Very satisfied with the purchase.,ebera@hotmail.com,Manipur,"59/731
Char Marg
Tezpur-153550",2.6,Air Conditioner,Washing Machine,81
Uthkarsh Hora,09415814031,Beauty,Lipstick,1.9,Amazing features at this price! Highly recommended.,dmani@hotmail.com,Andhra Pradesh,"38/719
Kara Path
Ramagundam 647739",1.5,Face Cream,Face Cream,32
Mannat Edwin,7108496737,Sports,Badminton Racket,3,Excellent quality! Very satisfied with the purchase.,umang90@walia.info,Uttar Pradesh,"59/424
Yogi Ganj, Warangal-968181",4,Yoga Mat,Cricket Bat,36
Gatik Savant,9.15498E+11,Electronics,Laptop,4.5,"The product is decent, but delivery took too long.",solankiivan@gmail.com,Nagaland,"H.No. 239
Dani Street, Moradabad 213329",4.5,Tablet,Smartphone,32
Damini Brahmbhatt,7145247009,Home Appliances,Air Conditioner,3.2,Amazing features at this price! Highly recommended.,ybumb@hotmail.com,Kerala,"30
Iyer
Hospet-172846",1.8,Washing Machine,Refrigerator,57
Ishaan Savant,9.17919E+11,Home Appliances,Refrigerator,1.6,Excellent quality! Very satisfied with the purchase.,bhattaaryahi@banerjee.org,Uttar Pradesh,"34
Sathe Nagar
Karaikudi-202920",1.6,Microwave,Air Conditioner,77
Ranbir Sahota,7314348335,Books,Fiction,3.8,Loved it! Exactly what I was looking for.,navyasule@shetty.info,Jharkhand,"03
Badami Chowk
Jamalpur 125164",3.1,Educational,Educational,63
Jayesh Swaminathan,09229797329,Home Appliances,Washing Machine,3,Not as described. Disappointed with the quality.,lthaker@saha.com,Sikkim,"17/678
Koshy Street, Nagercoil 752444",2.5,Microwave,Microwave,35
Ivan Sachdeva,05324352863,Books,Comics,2.5,"Works well, but could be improved in durability.",ranbirsibal@malhotra.com,Jharkhand,"68, Dalal Street, Hajipur-356838",1.7,Non-fiction,Comics,45
Lakshay Das,9.18952E+11,Books,Educational,2.9,Not as described. Disappointed with the quality.,veer81@garde.com,Tripura,"10/25
Jani Chowk
Vijayanagaram 898138",2.5,Comics,Non-fiction,15
Akarsh Saran,9.16113E+11,Books,Comics,3.2,Great value for money. Will buy again.,sachdevnakul@hotmail.com,Maharashtra,"93
Kala Street
Bhubaneswar 460253",4.3,Non-fiction,Non-fiction,48
Farhan Andra,9.13809E+11,Electronics,Smartphone,3.9,Great value for money. Will buy again.,ndugar@karan-golla.net,Andhra Pradesh,"H.No. 931
Sundaram Ganj
Aurangabad 731356",2.2,Headphones,Tablet,78
Tushar Badami,9.114E+11,Clothing,Saree,4.1,Not as described. Disappointed with the quality.,lchowdhury@kakar.com,Rajasthan,"545, Dugar Nagar
Sambalpur-066727",1.4,T-shirt,Shoes,39
Nehmat Venkatesh,9.1602E+11,Electronics,Smartphone,3.3,Loved it! Exactly what I was looking for.,pihukanda@yahoo.com,Maharashtra,"30/661, Kadakia Nagar
Bangalore 411872",1.4,Smartphone,Smartwatch,38
Hansh Dave,9.14532E+11,Home Appliances,Air Conditioner,4.4,Amazing features at this price! Highly recommended.,preraksant@gmail.com,Nagaland,"11/687
Sawhney Circle, Ichalkaranji 337087",2.7,Air Conditioner,Microwave,49
Faiyaz Baria,09303598906,Clothing,Jeans,3.2,Loved it! Exactly what I was looking for.,ojaschana@bajwa.com,Rajasthan,"742
Borah Nagar
Nangloi Jat-587617",4.9,Shoes,Jacket,80
Faiyaz Chander,0254991519,Clothing,Jacket,3.8,"Works well, but could be improved in durability.",ykannan@kade.info,Mizoram,"387, Bansal Ganj, Siliguri 571626",1.8,Jeans,Jacket,28
Kiara Maharaj,09850473796,Clothing,Jeans,1.6,Not as described. Disappointed with the quality.,amani64@hotmail.com,West Bengal,"950
Gala Chowk
Chapra 609568",3.9,Jeans,Jeans,56
Mannat Badami,4500770177,Sports,Cricket Bat,2.4,Not as described. Disappointed with the quality.,isankar@gmail.com,Karnataka,"15
Behl Road, Kavali 465795",2.2,Cricket Bat,Cricket Bat,83
Vihaan Sahota,07104450105,Home Appliances,Microwave,4.2,Excellent quality! Very satisfied with the purchase.,jbera@varma.com,Himachal Pradesh,"56/998
Agrawal Marg
Dhanbad-066755",3.5,Refrigerator,Air Conditioner,59
Reyansh Sandhu,5155444363,Books,Fiction,4.1,Loved it! Exactly what I was looking for.,goelishaan@balakrishnan.net,Madhya Pradesh,"81/93
Karpe Marg
Bhavnagar 950534",1.9,Non-fiction,Comics,15
Taran Dara,9412712049,Sports,Badminton Racket,3.4,Not as described. Disappointed with the quality.,aliamadan@hotmail.com,Manipur,"H.No. 40
Kannan Circle
Kolkata 015781",2.6,Badminton Racket,Football,41
Raunak Dewan,2641560417,Books,Fiction,1.6,Not as described. Disappointed with the quality.,aarush70@bansal.com,Assam,"H.No. 880
Sura Zila
Baranagar 923778",1.5,Educational,Educational,58
Shalv Acharya,5312338942,Electronics,Smartphone,3.1,Loved it! Exactly what I was looking for.,ojain@kala-keer.com,Bihar,"10/83
Garg Ganj, Bidhannagar 916121",2.6,Laptop,Laptop,97
Ela Golla,9.19944E+11,Electronics,Smartwatch,1.9,Excellent quality! Very satisfied with the purchase.,hchowdhury@karpe.com,Nagaland,"08/812
Baral Road, Ujjain-380065",2.6,Laptop,Tablet,83
Kismat Gole,09583008932,Home Appliances,Refrigerator,2,Loved it! Exactly what I was looking for.,kabir64@gmail.com,Nagaland,"36/656
Chaudhari Road, Indore-511928",2.8,Washing Machine,Microwave,18
Yakshit Ben,9.13139E+11,Beauty,Face Cream,2.7,Not as described. Disappointed with the quality.,zainamaharaj@agarwal-borah.com,Tamil Nadu,"H.No. 27, Kadakia Path, Bhind 749041",4.8,Lipstick,Perfume,61
Anay Basak,00296227291,Home Appliances,Microwave,4.6,Amazing features at this price! Highly recommended.,gardetanya@swaminathan.info,Kerala,"H.No. 51, Vora Zila
Kottayam 528208",4.6,Refrigerator,Washing Machine,97
Sara Sur,9.11047E+11,Books,Comics,1.5,Average product. Expected better quality.,aaina17@gmail.com,Assam,"H.No. 137, Uppal Path, Vadodara 015506",4.4,Comics,Educational,57
Heer Kara,4310878733,Electronics,Smartphone,3.1,Great value for money. Will buy again.,rcherian@kalita-dugar.com,Manipur,"83/818
Balakrishnan Chowk
Saharanpur 640801",3.8,Smartwatch,Laptop,34
Baiju Wadhwa,03829397196,Electronics,Tablet,3.2,Not as described. Disappointed with the quality.,samihagandhi@wadhwa.com,Chhattisgarh,"H.No. 75
Kothari Zila, Hospet-258203",3,Smartphone,Smartwatch,91
Eva Krishnamurthy,9.11859E+11,Clothing,Saree,3.3,Loved it! Exactly what I was looking for.,zainabasu@hotmail.com,Bihar,"88, Chhabra Road
Siliguri-734886",4.3,T-shirt,T-shirt,85
Tara Issac,9.10009E+11,Beauty,Perfume,4.2,Great value for money. Will buy again.,sumer00@gmail.com,Karnataka,"005
Borde Chowk, Yamunanagar 248085",4.9,Face Cream,Lipstick,40
Aarush Raju,05018034790,Clothing,Saree,1.3,Superb performance! Exceeded my expectations.,lavanyaborra@biswas.com,Tripura,"357
Walla Ganj, Jalna 206134",1.8,Jeans,Jacket,51
Indrans Banik,9.11368E+11,Books,Non-fiction,2.7,Superb performance! Exceeded my expectations.,priyanshmallick@yahoo.com,Jharkhand,"86/403
Viswanathan Nagar, Noida-179573",2.7,Comics,Comics,72
Ela Golla,06261202751,Sports,Cricket Bat,4.4,Average product. Expected better quality.,nlalla@tiwari-viswanathan.org,Punjab,"80/92
Batra Street
Gulbarga-482201",3.8,Football,Yoga Mat,53
Saksham Shah,7089926216,Books,Fiction,3.9,"Works well, but could be improved in durability.",charvidesai@butala.biz,Telangana,"50/466, Gopal Marg, Thanjavur 203893",4.2,Comics,Non-fiction,21
